protein_id	go_term	score	aspect
Q57XN4	GO:0005515	0.446	F
Q57ZI5	GO:0003777	0.523	F
Q57ZI5	GO:0005515	0.843	F
Q57ZI5	GO:0008017	0.432	F
Q57ZK6	GO:0005515	0.818	F
Q581Z0	GO:0005515	0.456	F
Q582T2	GO:0005515	0.477	F
Q583E0	GO:0005515	0.835	F
Q583R7	GO:0005515	0.302	F
Q586F4	GO:0005515	0.865	F
Q58T34	GO:0050201	0.611	F
Q59TS6	GO:0000978	0.326	F
Q59TS6	GO:0003700	0.504	F
Q59TS6	GO:0043565	0.533	F
Q5A3L9	GO:0000978	0.530	F
Q5A3L9	GO:0000981	0.404	F
Q5A3L9	GO:0001228	0.482	F
Q5A3L9	GO:0005515	0.400	F
Q5A3L9	GO:0043565	0.724	F
Q5ANG4	GO:0000978	0.758	F
Q5ANG4	GO:0000981	0.651	F
Q5ANG4	GO:0001228	0.640	F
Q5ANG4	GO:0003700	0.418	F
Q5ANG4	GO:0043565	0.469	F
Q5ANI0	GO:0000978	0.354	F
Q5ANI0	GO:0003700	0.313	F
Q5ANI0	GO:0005515	0.303	F
Q5ANI0	GO:0043565	0.556	F
Q5ASR7	GO:0000978	0.307	F
Q5ASR7	GO:0003700	0.336	F
Q5ASR7	GO:0005515	0.425	F
Q5AUU3	GO:0005515	0.627	F
Q5AVZ1	GO:0005199	0.392	F
Q5AY40	GO:0000978	0.447	F
Q5AY40	GO:0000981	0.375	F
Q5AY40	GO:0003700	0.557	F
Q5AY40	GO:0043565	0.589	F
Q5AY42	GO:0000978	0.499	F
Q5AY42	GO:0000981	0.452	F
Q5AY42	GO:0003700	0.559	F
Q5AY42	GO:0043565	0.504	F
Q5AZ79	GO:0005199	0.891	F
Q5AZ79	GO:0032934	0.306	F
Q5BEU0	GO:0004867	0.420	F
Q5BEU0	GO:0008061	0.603	F
Q5BEU0	GO:0019958	0.321	F
Q5BEU0	GO:0090729	0.423	F
Q5CT41	GO:0005515	0.648	F
Q5EBM4	GO:0005515	0.795	F
Q5EP34	GO:0005515	0.665	F
Q5F9Y4	GO:0005515	0.695	F
Q5FWE3	GO:0005515	0.798	F
Q5GAN3	GO:0005515	0.367	F
Q5H9K5	GO:0003723	0.314	F
Q5H9K5	GO:0005515	0.909	F
Q5HYC2	GO:0005515	0.822	F
Q5JEV0	GO:0003735	0.849	F
Q5JFE2	GO:0003735	0.445	F
Q5JFE2	GO:0003899	0.338	F
Q5JFE2	GO:0004867	0.372	F
Q5JFE2	GO:0005515	0.501	F
Q5JFE2	GO:0008270	0.309	F
Q5JFH3	GO:0003735	0.948	F
Q5JFH3	GO:0005515	0.506	F
Q5JHC6	GO:0005515	0.467	F
Q5JPB2	GO:0005515	0.859	F
Q5JXA9	GO:0005515	0.744	F
Q5JXM2	GO:0005515	0.586	F
Q5JYT7	GO:0005515	0.930	F
Q5K131	GO:0005515	0.708	F
Q5QFB9	GO:0005515	0.763	F
Q5QJ38	GO:0003925	0.302	F
Q5QJ38	GO:0005515	0.896	F
Q5SC47	GO:0005515	0.758	F
Q5SC49	GO:0005515	0.920	F
Q5SC50	GO:0005515	0.662	F
Q5SC51	GO:0005515	0.317	F
Q5SC53	GO:0005515	0.640	F
Q5SC54	GO:0005515	0.582	F
Q5STR5	GO:0005515	0.848	F
Q5SVQ8	GO:0005515	0.794	F
Q5SVQ8	GO:0043565	0.430	F
Q5SVZ6	GO:0005515	0.766	F
Q5SWX8	GO:0005515	0.854	F
Q5SYE7	GO:0005515	0.924	F
Q5SZI1	GO:0005515	0.814	F
Q5T292	GO:0005515	0.928	F
Q5T5J6	GO:0005515	0.830	F
Q5T6L9	GO:0005515	0.391	F
Q5T742	GO:0005515	0.918	F
Q5T750	GO:0005515	0.845	F
Q5T7P6	GO:0005515	0.872	F
Q5T7R7	GO:0005515	0.819	F
Q5TAH2	GO:0005515	0.521	F
Q5TAH2	GO:0015385	0.579	F
Q5TC84	GO:0005515	0.850	F
Q5TF21	GO:0005515	0.882	F
Q5TGL8	GO:0005515	0.928	F
Q5TH69	GO:0005085	0.381	F
Q5TH69	GO:0005096	0.378	F
Q5TH69	GO:0005515	0.733	F
Q5TH69	GO:0031267	0.340	F
Q5TIE3	GO:0005515	0.891	F
Q5U623	GO:0004842	0.400	F
Q5U623	GO:0005515	0.885	F
Q5U623	GO:0032184	0.519	F
Q5VTL7	GO:0004725	0.311	F
Q5VTL7	GO:0005515	0.615	F
Q5VU97	GO:0005245	0.581	F
Q5VU97	GO:0005515	0.682	F
Q5VVB8	GO:0005515	0.607	F
Q5VVW2	GO:0005515	0.795	F
Q5VWI1	GO:0003723	0.371	F
Q5VWI1	GO:0005515	0.847	F
Q5VWK0	GO:0005515	0.936	F
Q5VXM1	GO:0005515	0.747	F
Q5VXM1	GO:0015026	0.379	F
Q5VZ19	GO:0005515	0.888	F
Q5VZ46	GO:0005515	0.922	F
Q5YKI7	GO:0005515	0.927	F
Q629K1	GO:0005515	0.688	F
Q64845	GO:0005515	0.950	F
Q64ET8	GO:0005515	0.893	F
Q68CR1	GO:0005515	0.837	F
Q68CR7	GO:0005515	0.891	F
Q68DL7	GO:0005515	0.783	F
Q69YU3	GO:0005515	0.926	F
Q69YZ2	GO:0005515	0.855	F
Q6AHZ1	GO:0005515	0.816	F
Q6DN03	GO:0005515	0.880	F
Q6FKR3	GO:0000978	0.529	F
Q6FKR3	GO:0000981	0.600	F
Q6FKR3	GO:0001228	0.540	F
Q6FKR3	GO:0003700	0.470	F
Q6FKR3	GO:0005515	0.540	F
Q6FKR3	GO:0043565	0.509	F
Q6ICI0	GO:0005515	0.806	F
Q6IQ21	GO:0001227	0.400	F
Q6IQ21	GO:0005515	0.790	F
Q6LXX7	GO:0005515	0.521	F
Q6LXX7	GO:0042802	0.385	F
Q6LZC0	GO:0005515	0.599	F
Q6LZM3	GO:0005515	0.690	F
Q6LZM4	GO:0005515	0.660	F
Q6M0N3	GO:0005515	0.691	F
Q6M0N4	GO:0005515	0.499	F
Q6M0N7	GO:0005515	0.633	F
Q6NKR8	GO:0005515	0.885	F
Q6NXN4	GO:0005515	0.573	F
Q6NXP6	GO:0005515	0.747	F
Q6P050	GO:0005515	0.865	F
Q6P2C0	GO:0005515	0.940	F
Q6P2S7	GO:0005515	0.797	F
Q6P575	GO:0005515	0.494	F
Q6PI47	GO:0005515	0.922	F
Q6PK57	GO:0005515	0.881	F
Q6UE05	GO:0005515	0.901	F
Q6UW10	GO:0005515	0.837	F
Q6UWF5	GO:0004962	0.300	F
Q6UWF5	GO:0005515	0.820	F
Q6UWF5	GO:0038085	0.587	F
Q6UWF9	GO:0005515	0.835	F
Q6UWL2	GO:0005515	0.735	F
Q6UXD1	GO:0005515	0.839	F
Q6UXH9	GO:0004252	0.619	F
Q6UXH9	GO:0005515	0.666	F
Q6UXQ4	GO:0005179	0.506	F
Q6UXQ4	GO:0005515	0.556	F
Q6UXQ8	GO:0005515	0.949	F
Q6UXR6	GO:0005515	0.936	F
Q6UXU0	GO:0005515	0.905	F
Q6UXV1	GO:0005515	0.790	F
Q6UXV3	GO:0005515	0.890	F
Q6UY13	GO:0005515	0.569	F
Q6WQI6	GO:0005515	0.886	F
Q6XEC0	GO:0004180	0.597	F
Q6XEC0	GO:0008658	0.364	F
Q6XEC0	GO:0008800	0.880	F
Q6YF30	GO:0005199	0.593	F
Q6ZI01	GO:0005515	0.656	F
Q6ZMT9	GO:0005515	0.833	F
Q6ZMU1	GO:0005515	0.509	F
Q6ZN92	GO:0005515	0.713	F
Q6ZNF0	GO:0003993	0.342	F
Q6ZNF0	GO:0004181	0.328	F
Q6ZNF0	GO:0005515	0.417	F
Q6ZNQ3	GO:0005515	0.894	F
Q6ZQQ2	GO:0005515	0.905	F
Q6ZQQ2	GO:0051018	0.456	F
Q6ZRF7	GO:0005515	0.772	F
Q6ZRI8	GO:0005096	0.879	F
Q6ZRI8	GO:0005515	0.745	F
Q6ZRR5	GO:0005515	0.488	F
Q6ZRS4	GO:0005515	0.934	F
Q6ZRS4	GO:0051018	0.500	F
Q6ZRU5	GO:0005515	0.792	F
Q6ZSR3	GO:0005515	0.948	F
Q6ZST2	GO:0003723	0.378	F
Q6ZST2	GO:0003729	0.305	F
Q6ZST2	GO:0005515	0.596	F
Q6ZSU1	GO:0004497	0.701	F
Q6ZT77	GO:0005515	0.838	F
Q6ZTZ1	GO:0005515	0.766	F
Q6ZTZ1	GO:0043565	0.330	F
Q6ZTZ1	GO:1990837	0.398	F
Q6ZU45	GO:0005515	0.674	F
Q6ZU45	GO:0005537	0.358	F
Q6ZU45	GO:0030246	0.336	F
Q6ZU67	GO:0005515	0.887	F
Q6ZU67	GO:1990837	0.314	F
Q6ZUA9	GO:0005515	0.845	F
Q6ZUB0	GO:0005515	0.910	F
Q6ZUB0	GO:0051018	0.402	F
Q6ZUK4	GO:0005515	0.650	F
Q6ZUX3	GO:0005515	0.859	F
Q6ZV50	GO:0000978	0.461	F
Q6ZV50	GO:0001228	0.452	F
Q6ZV50	GO:0005515	0.787	F
Q6ZVK1	GO:0005515	0.911	F
Q6ZVN7	GO:0005515	0.889	F
Q6ZVW7	GO:0005515	0.780	F
Q716G6	GO:0005515	0.713	F
Q71RG6	GO:0005515	0.901	F
Q73LY9	GO:0008889	0.428	F
Q75NE6	GO:0004962	0.824	F
Q75NE6	GO:0005515	0.767	F
Q75NE6	GO:0032399	0.372	F
Q75NE6	GO:0038085	0.656	F
Q75T84	GO:0005199	0.343	F
Q7DDD9	GO:0005515	0.484	F
Q7DDD9	GO:0043565	0.315	F
Q7K003	GO:0005515	0.836	F
Q7Q5J5	GO:0005515	0.424	F
Q7Q5J5	GO:0005534	0.480	F
Q7RTY7	GO:0004252	0.383	F
Q7RTY7	GO:0005515	0.455	F
Q7Z2R9	GO:0005515	0.852	F
Q7Z2Y8	GO:0005515	0.792	F
Q7Z3B0	GO:0005515	0.911	F
Q7Z4B0	GO:0005515	0.722	F
Q7Z572	GO:0005515	0.934	F
Q7Z5D8	GO:0005515	0.781	F
Q7Z5J8	GO:0005515	0.874	F
Q7Z7L8	GO:0005515	0.881	F
Q7Z9L4	GO:0005199	0.804	F
Q7Z9L4	GO:0005213	0.661	F
Q7Z9L4	GO:0008011	0.523	F
Q7Z9L5	GO:0005199	0.613	F
Q82ZE0	GO:0005515	0.704	F
Q836G2	GO:0005515	0.909	F
Q83XP3	GO:0015643	0.311	F
Q83YH3	GO:0016627	0.396	F
Q83YH3	GO:0033963	0.319	F
Q86SG4	GO:0005515	0.883	F
Q86SH4	GO:0005515	0.841	F
Q86T20	GO:0005515	0.903	F
Q86TE4	GO:0005515	0.878	F
Q86U02	GO:0005515	0.859	F
Q86UD7	GO:0005096	0.340	F
Q86UD7	GO:0005515	0.879	F
Q86UQ5	GO:0005515	0.897	F
Q86VE3	GO:0005515	0.784	F
Q86W34	GO:0005515	0.445	F
Q86WZ0	GO:0005515	0.935	F
Q86X40	GO:0005515	0.874	F
Q86XD8	GO:0005515	0.903	F
Q86XG9	GO:0005515	0.927	F
Q86XW9	GO:0005515	0.856	F
Q86Y29	GO:0005515	0.837	F
Q86Y30	GO:0005515	0.837	F
Q8CWM9	GO:0005515	0.671	F
Q8CWN0	GO:0005515	0.580	F
Q8GY45	GO:0005515	0.757	F
Q8I266	GO:0005515	0.323	F
Q8I298	GO:0005515	0.334	F
Q8I299	GO:0005515	0.368	F
Q8I397	GO:0005515	0.338	F
Q8I415	GO:0005515	0.538	F
Q8II12	GO:0005515	0.516	F
Q8IL48	GO:0000049	0.436	F
Q8IL48	GO:0005515	0.418	F
Q8ILY1	GO:0005515	0.332	F
Q8IUA0	GO:0004867	0.418	F
Q8IUA0	GO:0005515	0.691	F
Q8IVJ8	GO:0005515	0.707	F
Q8IVW1	GO:0005515	0.897	F
Q8IVY1	GO:0005515	0.899	F
Q8IWB9	GO:0005515	0.730	F
Q8IWD5	GO:0005515	0.469	F
Q8IWD5	GO:0008517	0.336	F
Q8IYL2	GO:0005515	0.470	F
Q8IYW2	GO:0005515	0.864	F
Q8IZD0	GO:0005515	0.895	F
Q8IZM8	GO:0005515	0.887	F
Q8L443	GO:0005515	0.718	F
Q8MH63	GO:0005515	0.362	F
Q8MH63	GO:0015171	0.475	F
Q8MH63	GO:0015175	0.418	F
Q8MH63	GO:0015297	0.492	F
Q8MH63	GO:0061459	0.447	F
Q8MVC4	GO:0004867	0.341	F
Q8MXG1	GO:0005515	0.678	F
Q8MXG1	GO:0032977	0.368	F
Q8N0W7	GO:0005515	0.849	F
Q8N0Z9	GO:0005515	0.839	F
Q8N1P7	GO:0005515	0.876	F
Q8N283	GO:0005515	0.946	F
Q8N2C3	GO:0005515	0.866	F
Q8N2E2	GO:0005515	0.687	F
Q8N326	GO:0005515	0.886	F
Q8N468	GO:0008514	0.339	F
Q8N468	GO:0015232	0.430	F
Q8N468	GO:0032217	0.328	F
Q8N4C9	GO:0005515	0.709	F
Q8N4S0	GO:0005515	0.884	F
Q8N5S3	GO:0005515	0.873	F
Q8N614	GO:0005515	0.742	F
Q8N6G2	GO:0005515	0.957	F
Q8N755	GO:0005515	0.707	F
Q8N7C4	GO:0005515	0.770	F
Q8N7Q2	GO:0005515	0.789	F
Q8N7S6	GO:0005515	0.810	F
Q8N7S6	GO:0097371	0.555	F
Q8N7X2	GO:0005515	0.959	F
Q8N806	GO:0005515	0.876	F
Q8N816	GO:0005515	0.838	F
Q8N8C0	GO:0005515	0.815	F
Q8N8U3	GO:0005515	0.914	F
Q8N8V8	GO:0005515	0.910	F
Q8N9V3	GO:0004842	0.320	F
Q8N9V3	GO:0005515	0.884	F
Q8N9W7	GO:0004962	0.332	F
Q8N9W7	GO:0005515	0.843	F
Q8N9X5	GO:0005515	0.829	F
Q8NAA5	GO:0005515	0.934	F
Q8NAB2	GO:0005515	0.887	F
Q8NAP1	GO:0005515	0.479	F
Q8NBC4	GO:0005515	0.937	F
Q8NBP5	GO:0005515	0.359	F
Q8NBT3	GO:0005515	0.784	F
Q8NC54	GO:0005515	0.752	F
Q8NCQ3	GO:0005515	0.671	F
Q8NCS4	GO:0005515	0.721	F
Q8ND24	GO:0005515	0.960	F
Q8ND94	GO:0005515	0.709	F
Q8NDH2	GO:0005515	0.814	F
Q8NE00	GO:0005515	0.383	F
Q8NE00	GO:0015171	0.505	F
Q8NE00	GO:0015187	0.676	F
Q8NE00	GO:0015190	0.501	F
Q8NE00	GO:0015220	0.569	F
Q8NE00	GO:0034228	0.385	F
Q8NE28	GO:0004674	0.355	F
Q8NE28	GO:0005515	0.930	F
Q8NEQ5	GO:0005515	0.880	F
Q8NFQ6	GO:0001530	0.757	F
Q8NFQ6	GO:0005515	0.463	F
Q8NFQ6	GO:0005548	0.456	F
Q8NFQ6	GO:0008035	0.326	F
Q8NFQ6	GO:0015485	0.610	F
Q8NFQ6	GO:0031210	0.452	F
Q8NFQ6	GO:0120014	0.475	F
Q8NFQ6	GO:0120019	0.652	F
Q8NFQ6	GO:0120020	0.691	F
Q8NFQ6	GO:0140338	0.764	F
Q8NFQ6	GO:1904121	0.431	F
Q8NH95	GO:0004984	0.336	F
Q8NH95	GO:0005515	0.469	F
Q8NI28	GO:0005515	0.806	F
Q8QV65	GO:0005515	0.322	F
Q8QV69	GO:0005515	0.771	F
Q8SYK4	GO:0005515	0.953	F
Q8TCN5	GO:0005515	0.833	F
Q8TEF2	GO:0005515	0.855	F
Q8TEQ0	GO:0005515	0.922	F
Q8U3G4	GO:0005515	0.454	F
Q8WU76	GO:0005515	0.903	F
Q8WU76	GO:0019905	0.318	F
Q8WUH6	GO:0005515	0.884	F
Q8WUY1	GO:0005515	0.540	F
Q8WW62	GO:0005515	0.882	F
Q8WXS4	GO:0005515	0.810	F
Q8WZ33	GO:0005515	0.941	F
Q8X1T7	GO:0032934	0.304	F
Q8XAN6	GO:0004842	0.491	F
Q8XAN6	GO:0005515	0.792	F
Q8XAN6	GO:0061630	0.378	F
Q902F9	GO:0005515	0.769	F
Q92576	GO:0005515	0.840	F
Q92576	GO:0042393	0.410	F
Q96A99	GO:0005515	0.742	F
Q96AQ2	GO:0005515	0.752	F
Q96B70	GO:0005515	0.881	F
Q96D70	GO:0005515	0.928	F
Q96DX4	GO:0004842	0.609	F
Q96DX4	GO:0005515	0.848	F
Q96DX4	GO:0061630	0.382	F
Q96E66	GO:0005515	0.892	F
Q96F63	GO:0005515	0.951	F
Q96F83	GO:0005515	0.948	F
Q96FB5	GO:0005515	0.336	F
Q96HH4	GO:0005515	0.888	F
Q96J86	GO:0005515	0.935	F
Q96J86	GO:0050699	0.376	F
Q96KJ4	GO:0005515	0.650	F
Q96LQ0	GO:0005515	0.855	F
Q96M19	GO:0005515	0.876	F
Q96M43	GO:0005515	0.934	F
Q96MU5	GO:0005515	0.929	F
Q96N35	GO:0005515	0.928	F
Q96N68	GO:0005515	0.895	F
Q96NA8	GO:0005515	0.939	F
Q96PG1	GO:0005515	0.918	F
Q96PS1	GO:0005515	0.903	F
Q96PS6	GO:0004962	0.348	F
Q96PS6	GO:0005515	0.839	F
Q96QD5	GO:0005085	0.454	F
Q96QD5	GO:0005096	0.805	F
Q96QD5	GO:0005515	0.832	F
Q96QE4	GO:0005515	0.685	F
Q96QU4	GO:0005515	0.902	F
Q96RY5	GO:0003682	0.333	F
Q96RY5	GO:0005515	0.807	F
Q96SK2	GO:0005515	0.894	F
Q97ZH4	GO:0003735	0.818	F
Q97ZH4	GO:0005515	0.483	F
Q98500	GO:0005515	0.643	F
Q988D3	GO:0004497	0.415	F
Q99YA0	GO:0005515	0.533	F
Q9AYZ3	GO:0005515	0.759	F
Q9BIM7	GO:0005515	0.623	F
Q9BQ49	GO:0005515	0.664	F
Q9BQP9	GO:0005515	0.700	F
Q9BSK0	GO:0005515	0.866	F
Q9BV87	GO:0005515	0.839	F
Q9BVR0	GO:0005515	0.885	F
Q9BVR0	GO:0061630	0.351	F
Q9BWV2	GO:0005515	0.747	F
Q9BXR3	GO:0003964	0.787	F
Q9BXR3	GO:0005515	0.600	F
Q9BXY5	GO:0005515	0.836	F
Q9BYL1	GO:0005515	0.871	F
Q9BZ97	GO:0005515	0.795	F
Q9BZA5	GO:0005515	0.938	F
Q9BZC5	GO:0005515	0.492	F
Q9C0B7	GO:0005515	0.890	F
Q9C0D4	GO:0005515	0.848	F
Q9C0G0	GO:0005515	0.842	F
Q9C0G0	GO:0046975	0.327	F
Q9C0G0	GO:0140938	0.333	F
Q9C2X0	GO:0004568	0.340	F
Q9C2X0	GO:0005199	0.691	F
Q9C7T1	GO:0005515	0.639	F
Q9DQA5	GO:0005515	0.919	F
Q9F7D7	GO:0034338	0.619	F
Q9F7D7	GO:0106435	0.523	F
Q9FD33	GO:0004014	0.525	F
Q9FD33	GO:0005506	0.330	F
Q9FD33	GO:0005515	0.335	F
Q9FD36	GO:0003955	0.496	F
Q9FD36	GO:0010181	0.946	F
Q9FD36	GO:0042803	0.314	F
Q9FKQ7	GO:0005515	0.846	F
Q9FRR2	GO:0005515	0.872	F
Q9FRR2	GO:0008017	0.349	F
Q9GTP4	GO:0005274	0.332	F
Q9GTP4	GO:0005337	0.840	F
Q9GTP4	GO:0015210	0.683	F
Q9GTP4	GO:0015213	0.431	F
Q9GTP4	GO:0034257	0.468	F
Q9GTP5	GO:0005337	0.675	F
Q9GTP5	GO:0015210	0.669	F
Q9GTP5	GO:0015213	0.414	F
Q9GTP5	GO:0034257	0.377	F
Q9GZW5	GO:0005515	0.886	F
Q9H0A3	GO:0005515	0.694	F
Q9H106	GO:0005515	0.706	F
Q9H330	GO:0005515	0.733	F
Q9H354	GO:0004962	0.430	F
Q9H354	GO:0005515	0.658	F
Q9H354	GO:0038085	0.400	F
Q9H607	GO:0005515	0.925	F
Q9H7B7	GO:0005515	0.846	F
Q9H853	GO:0005515	0.774	F
Q9H9K5	GO:0005515	0.665	F
Q9H9R9	GO:0005515	0.942	F
Q9HA90	GO:0005515	0.931	F
Q9HBI5	GO:0005515	0.849	F
Q9HD87	GO:0005515	0.627	F
Q9HDB9	GO:0003723	0.404	F
Q9HDB9	GO:0004521	0.326	F
Q9HDB9	GO:0005515	0.791	F
Q9HDD5	GO:0005515	0.309	F
Q9HSN1	GO:0005515	0.852	F
Q9HSN1	GO:0016887	0.337	F
Q9J4L4	GO:0005515	0.560	F
Q9JAE0	GO:0005515	0.629	F
Q9JN36	GO:0005515	0.343	F
Q9KJT3	GO:0005515	0.746	F
Q9KU93	GO:0004175	0.615	F
Q9KU93	GO:0004222	0.645	F
Q9KU93	GO:0005515	0.522	F
Q9KU93	GO:0008233	0.317	F
Q9L391	GO:0005515	0.304	F
Q9L391	GO:0031177	0.463	F
Q9L391	GO:0047527	0.353	F
Q9L391	GO:0071111	0.589	F
Q9MBW4	GO:0005515	0.633	F
Q9MBY2	GO:0005515	0.753	F
Q9MCT0	GO:0005515	0.837	F
Q9MCT1	GO:0003678	0.313	F
Q9MCT1	GO:0003697	0.338	F
Q9MCT1	GO:0005515	0.653	F
Q9NBV4	GO:0005337	0.411	F
Q9NBV4	GO:0015210	0.476	F
Q9NPU4	GO:0005515	0.894	F
Q9NSQ0	GO:0005515	0.885	F
Q9NUR3	GO:0005515	0.909	F
Q9NVE5	GO:0004843	0.879	F
Q9NVE5	GO:0005515	0.625	F
Q9NVE5	GO:0140492	0.316	F
Q9NX77	GO:0005515	0.681	F
Q9NXP7	GO:0005515	0.539	F
Q9P1C3	GO:0005515	0.748	F
Q9P1V8	GO:0005515	0.898	F
Q9P2P1	GO:0003723	0.458	F
Q9P2P1	GO:0005515	0.892	F
Q9P2S6	GO:0005515	0.874	F
Q9P2W6	GO:0005515	0.926	F
Q9P8T0	GO:0005199	0.735	F
Q9QC07	GO:0003964	0.567	F
Q9QC07	GO:0005515	0.553	F
Q9SKA8	GO:0005515	0.886	F
Q9T0K8	GO:0005515	0.916	F
Q9UBP8	GO:0005515	0.945	F
Q9UJQ7	GO:0005515	0.645	F
Q9UK00	GO:0005515	0.872	F
Q9ULL0	GO:0005515	0.888	F
Q9ULL5	GO:0005515	0.821	F
Q9UQG0	GO:0003964	0.689	F
Q9UQG0	GO:0005515	0.611	F
Q9VAM5	GO:0003682	0.369	F
Q9VAM5	GO:0005515	0.842	F
Q9VIA5	GO:0004984	0.591	F
Q9VQG9	GO:0005515	0.556	F
Q9VQG9	GO:0008083	0.743	F
Q9VQG9	GO:0016015	0.377	F
Q9VW78	GO:0005515	0.482	F
Q9W365	GO:0004970	0.414	F
Q9W365	GO:0004972	0.813	F
Q9W365	GO:0005515	0.627	F
Q9W365	GO:0099507	0.305	F
Q9W365	GO:1904315	0.391	F
Q9WAF5	GO:0005515	0.305	F
Q9WJR5	GO:0003964	0.748	F
Q9WJR5	GO:0005515	0.595	F
Q9WYV6	GO:0005515	0.639	F
Q9WYV6	GO:0042802	0.370	F
Q9Y334	GO:0005515	0.693	F
Q9Y3B9	GO:0003723	0.370	F
Q9Y3B9	GO:0005515	0.854	F
Q9Y3T6	GO:0005515	0.916	F
Q9Y442	GO:0005515	0.781	F
Q9Y4K1	GO:0005515	0.825	F
Q9Y4K1	GO:0008017	0.310	F
Q9Y4K1	GO:0051018	0.382	F
Q9Y6U7	GO:0005515	0.872	F
Q9Y6U7	GO:0061630	0.317	F
Q9Y7H0	GO:0005199	0.339	F
Q9Y7H0	GO:0032934	0.305	F
Q9Y8F0	GO:0005515	0.318	F
Q9ZUB7	GO:0005515	0.882	F
R9UC04	GO:0005515	0.335	F
S8ESV1	GO:0005515	0.683	F
S8EUF0	GO:0004674	0.611	F
S8EUF0	GO:0005515	0.754	F
S8EV69	GO:0005515	0.931	F
S8EXU2	GO:0005515	0.454	F
S8F0G9	GO:0005515	0.794	F
S8F258	GO:0005515	0.886	F
S8F357	GO:0005515	0.438	F
S8F3G6	GO:0005515	0.831	F
S8F527	GO:0005515	0.788	F
S8G033	GO:0005515	0.808	F
S8G6L4	GO:0005515	0.834	F
S8GH32	GO:0005515	0.839	F
S8GI44	GO:0004674	0.459	F
S8GI44	GO:0005515	0.815	F
T2BMW7	GO:0003700	0.315	F
T2BMW7	GO:0005515	0.382	F
V9TT49	GO:0000257	0.408	F
V9TT49	GO:0008198	0.436	F
V9TT49	GO:0015926	0.759	F
V9TT49	GO:0016811	0.471	F
V9TT49	GO:0030151	0.336	F
V9TT49	GO:0080176	0.570	F
W1QDU5	GO:0005515	0.451	F
W6JLV4	GO:0004161	0.564	F
W6JLV4	GO:0004659	0.993	F
W6JLV4	GO:0050364	0.341	F
W6QTF2	GO:0003700	0.538	F
W6QTF2	GO:0005515	0.451	F
W6QTF2	GO:0043565	0.388	F
W7L9C2	GO:0016218	0.574	F
W7N6P5	GO:0000978	0.351	F
W7N6P5	GO:0000981	0.322	F
W7N6P5	GO:0003700	0.316	F
W8NXX4	GO:0032934	0.780	F
A0A067N4H9	GO:0005576	0.725	C
A0A067N4P3	GO:0005576	0.759	C
A0A067N4P3	GO:0031160	0.343	C
A0A067N4P7	GO:0005576	0.813	C
A0A067N582	GO:0005576	0.780	C
A0A067N582	GO:0020002	0.451	C
A0A067N648	GO:0005576	0.638	C
A0A067N648	GO:0020002	0.657	C
A0A067N7P3	GO:0005576	0.808	C
A0A067N7P3	GO:0005615	0.415	C
A0A067N7P3	GO:0020002	0.342	C
A0A067NEJ5	GO:0005576	0.665	C
A0A067NEJ5	GO:0020002	0.485	C
A0A067NFU6	GO:0005576	0.762	C
A0A067NFU6	GO:0031160	0.433	C
A0A067NGV3	GO:0005576	0.583	C
A0A067NGV3	GO:0020002	0.486	C
A0A067NHE1	GO:0005576	0.607	C
A0A067NHE1	GO:0020002	0.687	C
A0A067NHW8	GO:0005576	0.574	C
A0A067NHW8	GO:0020002	0.418	C
A0A067NHW8	GO:0031160	0.454	C
A0A067NMT6	GO:0005576	0.674	C
A0A067NMT6	GO:0020002	0.360	C
A0A067NN74	GO:0005576	0.523	C
A0A067NRJ8	GO:0005576	0.738	C
A0A067NRQ5	GO:0005576	0.774	C
A0A067NRQ5	GO:0020002	0.334	C
A0A067NRQ5	GO:0031160	0.483	C
A0A067P0I9	GO:0005576	0.698	C
A0A067P0I9	GO:0005615	0.333	C
A0A067P1E6	GO:0005576	0.700	C
A0A067P1E6	GO:0020002	0.340	C
A0A067P1K6	GO:0005576	0.643	C
A0A067P1K6	GO:0020002	0.421	C
A0A067P494	GO:0005576	0.692	C
A0A067P943	GO:0005576	0.609	C
A0A067PCX8	GO:0005576	0.633	C
A0A067PCX8	GO:0020002	0.544	C
A0A075B6H5	GO:0005886	0.768	C
A0A075B6N2	GO:0005886	0.738	C
A0A075B6S0	GO:0005576	0.784	C
A0A075B6Y3	GO:0005576	0.707	C
A0A075B6Y9	GO:0005576	0.860	C
A0A075B700	GO:0005576	0.739	C
A0A075B706	GO:0005576	0.752	C
A0A087WT03	GO:0005886	0.841	C
A0A087WT03	GO:0042105	0.358	C
A0A087WTH1	GO:0005886	0.712	C
A0A087WV53	GO:0005863	0.637	C
A0A087WV53	GO:0015629	0.402	C
A0A087WV53	GO:0030018	0.436	C
A0A087WV53	GO:0031672	0.502	C
A0A087WV53	GO:0031674	0.321	C
A0A087WWA1	GO:0005739	0.431	C
A0A0A0MS02	GO:0005576	0.588	C
A0A0A0MS02	GO:0005886	0.776	C
A0A0A0MT70	GO:0005576	0.715	C
A0A0A0MT87	GO:0005576	0.759	C
A0A0A0MT94	GO:0005576	0.768	C
A0A0A0MTA7	GO:0005576	0.725	C
A0A0A2J434	GO:0005576	0.598	C
A0A0A2J434	GO:0020002	0.347	C
A0A0A2J9B3	GO:0000785	0.554	C
A0A0A2J9B3	GO:0005634	0.792	C
A0A0A2J9B3	GO:0005737	0.319	C
