protein_id	go_term	score	aspect
P0DXU8	GO:0015489	0.401	F
P0DXU8	GO:0015562	0.703	F
P0DXV5	GO:0004497	0.875	F
P0DXV5	GO:0004499	0.665	F
P0DXV5	GO:0016218	0.624	F
P0DXV5	GO:0016491	0.448	F
P0DXV6	GO:0004497	0.812	F
P0DXV6	GO:0004499	0.469	F
P0DXV6	GO:0016218	0.599	F
P0DXV6	GO:0016491	0.360	F
P0DXW0	GO:0016218	0.572	F
P0DXW1	GO:0004659	0.420	F
P0DXW1	GO:0016218	0.476	F
P0DXW4	GO:0019855	0.435	F
P0DXW4	GO:0030550	0.656	F
P0DXW4	GO:0090729	0.981	F
P0DXW5	GO:0004867	0.579	F
P0DXW6	GO:0090729	0.708	F
P0DXW7	GO:0019855	0.559	F
P0DXW7	GO:0019870	0.349	F
P0DXW7	GO:0030550	0.384	F
P0DXW7	GO:0090729	0.924	F
P0DXW8	GO:0019870	0.389	F
P0DXW8	GO:0030550	0.432	F
P0DXW8	GO:0090729	0.963	F
P0DXW9	GO:0090729	0.491	F
P0DXX0	GO:0004867	0.679	F
P0DXX0	GO:0019958	0.643	F
P0DXX1	GO:0022829	0.313	F
P0DXX1	GO:0090729	0.408	F
P0DXX2	GO:0022829	0.402	F
P0DXX2	GO:0140911	0.516	F
P0DXX3	GO:0022829	0.374	F
P0DXX3	GO:0140911	0.515	F
P0DXX5	GO:0003681	0.576	F
P0DXX5	GO:0005515	0.613	F
P0DXX5	GO:0008080	0.671	F
P0DXX5	GO:0008999	0.378	F
P0DXX5	GO:0016407	0.736	F
P0DXX5	GO:0061733	0.812	F
P0DXX6	GO:0005515	0.865	F
P0DXX7	GO:0005515	0.750	F
P0DXX7	GO:0042802	0.319	F
P0DXX8	GO:0003678	0.309	F
P0DXX8	GO:0003724	0.314	F
P0DXX8	GO:0005515	0.704	F
P0DXX8	GO:0043138	0.373	F
P0DXY1	GO:0050660	0.371	F
P0DXY1	GO:0071949	0.373	F
P0DXZ3	GO:0003700	0.485	F
P0DXZ3	GO:0005515	0.387	F
P0DXZ4	GO:0090729	0.766	F
P0DXZ5	GO:0019855	0.326	F
P0DXZ5	GO:0019870	0.474	F
P0DXZ5	GO:0030550	0.480	F
P0DXZ5	GO:0090729	0.959	F
P0DXZ7	GO:0008191	0.390	F
P0DXZ8	GO:0031841	0.702	F
P0DXZ8	GO:0090729	0.644	F
P0DXZ9	GO:0005179	0.378	F
P0DXZ9	GO:0005515	0.329	F
P0DXZ9	GO:0031704	0.885	F
P0DY01	GO:0071855	0.546	F
P0DY01	GO:0090729	0.517	F
P0DY02	GO:0008289	0.319	F
P0DY02	GO:0090729	0.506	F
P0DY04	GO:0005515	0.360	F
P0DY05	GO:0008761	0.347	F
P0DY06	GO:0047444	0.787	F
P0DY15	GO:0005515	0.571	F
P0DY15	GO:0008289	0.669	F
P0DY17	GO:0008289	0.351	F
P0DY17	GO:0090729	0.734	F
P0DY20	GO:0005515	0.317	F
P0DY21	GO:0004867	0.631	F
P0DY21	GO:0090729	0.365	F
P0DY24	GO:0004867	0.468	F
P0DY24	GO:0008147	0.471	F
P0DY24	GO:0090729	0.679	F
P0DY25	GO:0004867	0.490	F
P0DY25	GO:0019855	0.318	F
P0DY25	GO:0090729	0.914	F
P0DY38	GO:0019871	0.438	F
P0DY38	GO:0030550	0.492	F
P0DY38	GO:0090729	0.944	F
P0DY40	GO:0004867	0.734	F
P0DY41	GO:0004867	0.473	F
P0DY43	GO:0019855	0.388	F
P0DY43	GO:0090729	0.857	F
P10266	GO:0005515	0.420	F
P52746	GO:0000976	0.365	F
P52746	GO:0000978	0.384	F
P52746	GO:0001227	0.308	F
P52746	GO:0005515	0.834	F
P52746	GO:0043565	0.323	F
P60509	GO:0005515	0.662	F
P60608	GO:0005515	0.646	F
P61550	GO:0005515	0.661	F
P61565	GO:0005515	0.657	F
P62502	GO:0005501	0.312	F
P62502	GO:0005515	0.595	F
P62502	GO:0016209	0.435	F
P62684	GO:0005515	0.785	F
P63121	GO:0005515	0.651	F
P63124	GO:0005515	0.684	F
P63128	GO:0005515	0.683	F
P63132	GO:0005515	0.371	F
P63133	GO:0005515	0.383	F
P63135	GO:0005515	0.398	F
P63136	GO:0005515	0.373	F
P63145	GO:0005515	0.773	F
P71888	GO:0003700	0.356	F
P71888	GO:0005515	0.512	F
P74174	GO:0005515	0.486	F
P74174	GO:0009055	0.846	F
P79072	GO:0050525	0.329	F
P96857	GO:0003700	0.584	F
P96857	GO:0005515	0.300	F
P9WEF9	GO:0000978	0.478	F
P9WEF9	GO:0003700	0.593	F
P9WEF9	GO:0043565	0.554	F
P9WEG2	GO:0016218	0.667	F
P9WEG2	GO:0016491	0.448	F
P9WEG3	GO:0004161	0.427	F
P9WEG3	GO:0004659	0.981	F
P9WEG5	GO:0004497	0.736	F
P9WEG5	GO:0016218	0.874	F
P9WEG5	GO:0016491	0.591	F
P9WEG7	GO:0016218	0.455	F
P9WEJ4	GO:0005515	0.523	F
P9WEJ4	GO:0017176	0.435	F
P9WEJ6	GO:0005515	0.537	F
Q00368	GO:0005515	0.386	F
Q008S8	GO:0005515	0.909	F
Q01491	GO:0003729	0.640	F
Q01491	GO:0005515	0.338	F
Q01491	GO:0030619	0.353	F
Q01491	GO:0030621	0.309	F
Q02325	GO:0005515	0.510	F
Q05C16	GO:0005515	0.910	F
Q06K53	GO:0004167	0.771	F
Q06K53	GO:0106417	0.644	F
Q06K97	GO:0004167	0.752	F
Q06K97	GO:0106417	0.761	F
Q080S8	GO:0050660	0.329	F
Q080S8	GO:0071949	0.493	F
Q0CPG6	GO:0004497	0.748	F
Q0CPG6	GO:0016218	0.963	F
Q0CPG6	GO:0016491	0.572	F
Q0D2K5	GO:0005515	0.721	F
Q0P670	GO:0005515	0.902	F
Q0P6D2	GO:0005515	0.478	F
Q0S4Q9	GO:0047571	0.559	F
Q0S4Q9	GO:0050660	0.624	F
Q0S4Q9	GO:0071949	0.348	F
Q0URD7	GO:0000978	0.624	F
Q0URD7	GO:0000981	0.649	F
Q0URD7	GO:0001228	0.500	F
Q0URD7	GO:0003700	0.638	F
Q0URD7	GO:0005515	0.449	F
Q0URD7	GO:0043565	0.537	F
Q0UTF0	GO:0000978	0.529	F
Q0UTF0	GO:0000981	0.375	F
Q0UTF0	GO:0001228	0.479	F
Q0UTF0	GO:0003700	0.573	F
Q0UTF0	GO:0005515	0.457	F
Q0UTF0	GO:0043565	0.569	F
Q0VDD8	GO:0003777	0.332	F
Q0VDD8	GO:0005515	0.727	F
Q107X0	GO:0005515	0.905	F
Q12766	GO:0005515	0.817	F
Q13401	GO:0005515	0.911	F
Q13670	GO:0004842	0.338	F
Q13670	GO:0005515	0.882	F
Q14236	GO:0005515	0.782	F
Q15053	GO:0005515	0.815	F
Q15195	GO:0005515	0.555	F
Q156A1	GO:0005515	0.318	F
Q15846	GO:0005515	0.736	F
Q16048	GO:0005515	0.846	F
Q17R55	GO:0005515	0.764	F
Q17RQ9	GO:0005515	0.790	F
Q1D148	GO:0005515	0.536	F
Q1D148	GO:0016887	0.360	F
Q1M0Y5	GO:0016209	0.332	F
Q1PA41	GO:0005515	0.350	F
Q1T7F1	GO:0004867	0.462	F
Q1T7F1	GO:0005184	0.312	F
Q1T7F1	GO:0005515	0.456	F
Q1XH10	GO:0001227	0.352	F
Q1XH10	GO:0005515	0.716	F
Q1XH10	GO:0071558	0.399	F
Q22HI5	GO:0005515	0.680	F
Q23421	GO:0005515	0.769	F
Q23421	GO:0140490	0.619	F
Q239Y2	GO:0005509	0.321	F
Q239Y2	GO:0005515	0.634	F
Q2FXF4	GO:0003796	0.510	F
Q2FXP4	GO:0005515	0.902	F
Q2KHR3	GO:0005515	0.777	F
Q2M238	GO:0005515	0.792	F
Q2M2E5	GO:0005515	0.657	F
Q2PAY2	GO:0004672	0.325	F
Q2PAY2	GO:0004674	0.428	F
Q2PAY3	GO:0004674	0.317	F
Q2PAY3	GO:0005515	0.453	F
Q2RW95	GO:0051539	0.336	F
Q2RW96	GO:0005515	0.393	F
Q2RW98	GO:0005515	0.457	F
Q2RW98	GO:0090560	0.396	F
Q2TR58	GO:0008800	0.447	F
Q30KQ1	GO:0019871	0.456	F
Q30KQ1	GO:0090729	0.319	F
Q30KQ7	GO:0005515	0.309	F
Q30KQ9	GO:0005515	0.405	F
Q32NC0	GO:0005515	0.695	F
Q381V1	GO:0005515	0.715	F
Q381X9	GO:0000287	0.402	F
Q381X9	GO:0005524	0.423	F
Q386F1	GO:0005337	0.936	F
Q386F1	GO:0032217	0.600	F
Q386M3	GO:0005515	0.735	F
Q386M3	GO:0008017	0.325	F
Q38CB5	GO:0002161	0.523	F
Q3C1V0	GO:0005515	0.812	F
Q3C1V9	GO:0005515	0.892	F
Q3HS86	GO:0005199	0.768	F
Q3HS86	GO:0005515	0.300	F
Q3J189	GO:0005515	0.331	F
Q3J189	GO:0020037	0.456	F
Q3KNT7	GO:0005515	0.513	F
Q3KNT7	GO:0009383	0.496	F
Q3LI62	GO:0005515	0.823	F
Q3MIP1	GO:0005515	0.756	F
Q3MIW9	GO:0005515	0.780	F
Q3Y316	GO:0051287	0.392	F
Q3Y452	GO:0005515	0.949	F
Q3ZCT8	GO:0005515	0.895	F
Q400G9	GO:0005515	0.658	F
Q499Z3	GO:0005515	0.832	F
Q4D9P2	GO:0008469	0.473	F
Q4D9P2	GO:0035241	0.511	F
Q4D9P2	GO:0042054	0.518	F
Q4FKP8	GO:0008168	0.499	F
Q4FKP8	GO:0008757	0.442	F
Q4FKP8	GO:1990276	0.352	F
Q4G0A6	GO:0005515	0.816	F
Q4G0N0	GO:0005515	0.603	F
Q4GZF2	GO:0008469	0.365	F
Q4GZF2	GO:0035241	0.507	F
Q4GZF2	GO:0042054	0.460	F
Q4J8R0	GO:0004106	0.379	F
Q4QY38	GO:0005515	0.368	F
Q4WE63	GO:0000978	0.320	F
Q4WE63	GO:0000981	0.455	F
Q4WE63	GO:0001228	0.302	F
Q4WE63	GO:0003700	0.623	F
Q4WE63	GO:0005515	0.435	F
Q4WE63	GO:0043565	0.462	F
Q4WEK0	GO:0005199	0.411	F
Q4WF00	GO:0008061	0.346	F
Q4WF00	GO:0008810	0.376	F
Q4WK40	GO:0000978	0.345	F
Q4WK40	GO:0003700	0.339	F
Q4WK40	GO:0043565	0.312	F
Q4WUQ8	GO:0005515	0.383	F
Q4WYQ4	GO:0000978	0.355	F
Q4WYQ4	GO:0000981	0.383	F
Q4WYQ4	GO:0003700	0.374	F
Q4WYQ4	GO:0043565	0.320	F
Q52LC2	GO:0005515	0.674	F
Q52M58	GO:0004962	0.458	F
Q52M58	GO:0005515	0.842	F
Q53AM4	GO:0005515	0.495	F
Q54RB8	GO:0005515	0.391	F
Q54RB8	GO:0016722	0.516	F
Q54RB8	GO:0020037	0.364	F
Q54WU1	GO:0005515	0.403	F
Q54WU1	GO:0016722	0.569	F
Q55C03	GO:0005515	0.358	F
Q55C03	GO:0016722	0.576	F
Q55C03	GO:0020037	0.379	F
Q56UN5	GO:0005515	0.900	F
Q57V03	GO:0000287	0.320	F
Q57V03	GO:0003972	0.545	F
Q57V03	GO:0005524	0.315	F
Q57XN4	GO:0003746	0.310	F
Q57XN4	GO:0005515	0.340	F
Q57ZI5	GO:0005515	0.812	F
Q57ZI5	GO:0008017	0.313	F
Q57ZK6	GO:0005515	0.774	F
Q581Z0	GO:0008469	0.375	F
Q581Z0	GO:0008757	0.325	F
Q581Z0	GO:0016279	0.312	F
Q581Z0	GO:0035241	0.456	F
Q581Z0	GO:0042054	0.540	F
Q582T2	GO:0003972	0.742	F
Q582T2	GO:0004651	0.502	F
Q583E0	GO:0004672	0.390	F
Q583E0	GO:0004709	0.317	F
Q583E0	GO:0005515	0.731	F
Q583R7	GO:0000287	0.316	F
Q583R7	GO:0034432	0.635	F
Q586F4	GO:0005515	0.660	F
Q58T34	GO:0000287	0.307	F
Q58T34	GO:0047341	0.701	F
Q58T34	GO:0050201	0.888	F
Q59TS6	GO:0000978	0.339	F
Q59TS6	GO:0043565	0.545	F
Q5A3L9	GO:0000978	0.355	F
Q5A3L9	GO:0001216	0.408	F
Q5A3L9	GO:0003700	0.404	F
Q5A3L9	GO:0043565	0.598	F
Q5AHE5	GO:0000030	0.455	F
Q5ANG4	GO:0000978	0.572	F
Q5ANG4	GO:0000981	0.400	F
Q5ANG4	GO:0003700	0.342	F
Q5ANG4	GO:0043565	0.437	F
Q5ANI0	GO:0001216	0.633	F
Q5ANI0	GO:0003700	0.433	F
Q5ANI0	GO:0043565	0.622	F
Q5ASR7	GO:0000978	0.498	F
Q5ASR7	GO:0001228	0.310	F
Q5AUU3	GO:0005515	0.429	F
Q5AY40	GO:0003700	0.342	F
Q5BEU0	GO:0090729	0.560	F
Q5BEU0	GO:0140320	0.421	F
Q5CT41	GO:0005515	0.796	F
Q5EBM4	GO:0005515	0.799	F
Q5EP34	GO:0005515	0.706	F
Q5F9Y4	GO:0005515	0.594	F
Q5FWE3	GO:0005515	0.752	F
Q5GAN3	GO:0004540	0.887	F
Q5GAN3	GO:0005515	0.313	F
Q5H9K5	GO:0003723	0.349	F
Q5H9K5	GO:0005515	0.834	F
Q5HYC2	GO:0003682	0.389	F
Q5HYC2	GO:0005515	0.837	F
Q5HYC2	GO:0042393	0.415	F
Q5HYC2	GO:0071558	0.355	F
Q5HYC2	GO:0140938	0.345	F
Q5JEV0	GO:0003735	0.823	F
Q5JFE2	GO:0005515	0.638	F
Q5JFH3	GO:0005515	0.480	F
Q5JPB2	GO:0005515	0.799	F
Q5JXA9	GO:0005515	0.728	F
Q5JXM2	GO:0005515	0.341	F
Q5JYT7	GO:0005515	0.925	F
Q5K131	GO:0005515	0.763	F
Q5QFB9	GO:0005515	0.805	F
Q5QJ38	GO:0005515	0.920	F
Q5SC47	GO:0005515	0.731	F
Q5SC49	GO:0005515	0.821	F
Q5SC51	GO:0005515	0.434	F
Q5SC53	GO:0005515	0.649	F
Q5SC54	GO:0005515	0.630	F
Q5STR5	GO:0005515	0.940	F
Q5SVQ8	GO:0000978	0.378	F
Q5SVQ8	GO:0001227	0.329	F
Q5SVQ8	GO:0003677	0.305	F
Q5SVQ8	GO:0005515	0.736	F
Q5SVQ8	GO:0043565	0.316	F
Q5SVZ6	GO:0005515	0.838	F
Q5SWX8	GO:0005515	0.897	F
Q5SYE7	GO:0005515	0.806	F
Q5SZI1	GO:0005515	0.727	F
Q5T292	GO:0005515	0.713	F
Q5T292	GO:0015459	0.429	F
Q5T5J6	GO:0004520	0.646	F
Q5T5J6	GO:0005515	0.695	F
Q5T6L9	GO:0005515	0.682	F
Q5T742	GO:0005515	0.882	F
Q5T750	GO:0005515	0.864	F
Q5T7P6	GO:0005515	0.962	F
Q5T7R7	GO:0005515	0.879	F
Q5TAH2	GO:0005515	0.459	F
Q5TAH2	GO:0015385	0.654	F
Q5TC84	GO:0004105	0.522	F
Q5TC84	GO:0004864	0.323	F
Q5TC84	GO:0005515	0.738	F
Q5TC84	GO:0019888	0.601	F
Q5TC84	GO:0031751	0.332	F
Q5TF21	GO:0005515	0.678	F
Q5TGL8	GO:0005515	0.935	F
Q5TH69	GO:0005085	0.569	F
Q5TH69	GO:0005096	0.567	F
Q5TH69	GO:0005515	0.851	F
Q5TH69	GO:0031267	0.463	F
Q5TIE3	GO:0005515	0.845	F
Q5U623	GO:0005515	0.822	F
Q5U623	GO:0032184	0.328	F
Q5VTL7	GO:0005515	0.733	F
Q5VU97	GO:0005245	0.696	F
Q5VU97	GO:0005515	0.595	F
Q5VVB8	GO:0005515	0.720	F
Q5VVW2	GO:0005085	0.749	F
Q5VVW2	GO:0005096	0.368	F
Q5VVW2	GO:0005515	0.839	F
Q5VVW2	GO:0031267	0.309	F
Q5VWI1	GO:0005515	0.899	F
Q5VWK0	GO:0005515	0.911	F
Q5VXM1	GO:0005515	0.784	F
Q5VZ19	GO:0003723	0.303	F
Q5VZ19	GO:0005515	0.868	F
Q5VZ46	GO:0005515	0.847	F
Q5YKI7	GO:0005515	0.885	F
Q629K1	GO:0005515	0.579	F
Q64845	GO:0005515	0.915	F
Q64ET8	GO:0005515	0.873	F
Q68CR1	GO:0005515	0.818	F
Q68CR7	GO:0005515	0.859	F
Q68DL7	GO:0005515	0.834	F
Q69YU3	GO:0005515	0.860	F
Q69YZ2	GO:0005515	0.818	F
Q6AHZ1	GO:0000978	0.496	F
Q6AHZ1	GO:0001228	0.364	F
Q6AHZ1	GO:0005515	0.750	F
Q6AHZ1	GO:0008327	0.545	F
Q6DN03	GO:0005515	0.822	F
Q6FKR3	GO:0000978	0.430	F
Q6FKR3	GO:0000981	0.441	F
Q6FKR3	GO:0001228	0.376	F
Q6FKR3	GO:0003700	0.308	F
Q6FKR3	GO:0005515	0.530	F
Q6FKR3	GO:0043565	0.365	F
Q6ICI0	GO:0005515	0.714	F
Q6IQ21	GO:0005515	0.694	F
Q6LXX7	GO:0005515	0.359	F
Q6LXX7	GO:0042802	0.304	F
Q6LZC0	GO:0005515	0.704	F
Q6LZM3	GO:0005515	0.630	F
Q6LZM4	GO:0005515	0.700	F
Q6M0N3	GO:0005515	0.752	F
Q6M0N4	GO:0005515	0.539	F
Q6M0N7	GO:0005515	0.677	F
Q6NKR8	GO:0005515	0.815	F
Q6NXN4	GO:0005515	0.713	F
Q6NXP6	GO:0005515	0.787	F
Q6P050	GO:0005515	0.900	F
Q6P2C0	GO:0005515	0.935	F
Q6P2S7	GO:0005515	0.802	F
Q6P575	GO:0005515	0.749	F
Q6PI47	GO:0005515	0.857	F
Q6PK57	GO:0005515	0.908	F
Q6UE05	GO:0005515	0.965	F
Q6UW10	GO:0005515	0.695	F
Q6UWF5	GO:0005515	0.921	F
Q6UWF9	GO:0005515	0.735	F
Q6UWL2	GO:0005515	0.692	F
Q6UXD1	GO:0005515	0.848	F
Q6UXH9	GO:0004252	0.478	F
Q6UXH9	GO:0005515	0.695	F
Q6UXQ4	GO:0001664	0.414	F
Q6UXQ4	GO:0005184	0.488	F
Q6UXQ4	GO:0005515	0.326	F
Q6UXQ8	GO:0005515	0.935	F
Q6UXR6	GO:0005515	0.910	F
Q6UXU0	GO:0005515	0.865	F
Q6UXV1	GO:0005515	0.748	F
Q6UXV3	GO:0005515	0.924	F
Q6UY13	GO:0005515	0.605	F
Q6WQI6	GO:0005515	0.706	F
Q6XEC0	GO:0008800	0.569	F
Q6ZI01	GO:0005515	0.701	F
Q6ZMT9	GO:0005515	0.815	F
Q6ZMU1	GO:0005515	0.522	F
Q6ZN92	GO:0005515	0.707	F
Q6ZNF0	GO:0003993	0.305	F
Q6ZNQ3	GO:0005515	0.918	F
Q6ZQQ2	GO:0005515	0.855	F
Q6ZRF7	GO:0005515	0.860	F
Q6ZRI8	GO:0005096	0.920	F
Q6ZRI8	GO:0005515	0.694	F
Q6ZRR5	GO:0005515	0.503	F
Q6ZRS4	GO:0005515	0.932	F
Q6ZRS4	GO:0051018	0.476	F
Q6ZRU5	GO:0005515	0.677	F
Q6ZSR3	GO:0005515	0.980	F
Q6ZST2	GO:0005515	0.599	F
Q6ZSU1	GO:0004497	0.807	F
Q6ZT77	GO:0005515	0.841	F
Q6ZTZ1	GO:0003677	0.392	F
Q6ZTZ1	GO:0005515	0.851	F
Q6ZTZ1	GO:0042802	0.366	F
Q6ZTZ1	GO:1990837	0.333	F
Q6ZU45	GO:0005515	0.395	F
Q6ZU67	GO:0005515	0.789	F
Q6ZUA9	GO:0005515	0.881	F
Q6ZUB0	GO:0005515	0.862	F
Q6ZUK4	GO:0005381	0.327	F
Q6ZUK4	GO:0005515	0.402	F
Q6ZUX3	GO:0005515	0.884	F
Q6ZV50	GO:0005515	0.840	F
Q6ZVK1	GO:0005515	0.822	F
Q6ZVN7	GO:0005515	0.857	F
Q6ZVW7	GO:0005515	0.686	F
Q716G6	GO:0005515	0.816	F
Q716G6	GO:0042802	0.335	F
Q71RG6	GO:0005515	0.966	F
Q75NE6	GO:0005515	0.882	F
Q7DDD9	GO:0000976	0.436	F
Q7DDD9	GO:0001217	0.540	F
Q7DDD9	GO:0003677	0.461	F
Q7DDD9	GO:0005515	0.333	F
Q7K003	GO:0005515	0.839	F
Q7PRX9	GO:0004867	0.652	F
Q7PRX9	GO:0019958	0.594	F
Q7Q5J5	GO:0005515	0.617	F
Q7Q5J5	GO:0030246	0.312	F
Q7Q5J5	GO:0042802	0.353	F
Q7Q5J5	GO:0046871	0.385	F
Q7Q5J5	GO:0070492	0.354	F
Q7RTY7	GO:0004252	0.657	F
Q7RTY7	GO:0005515	0.632	F
Q7RTY7	GO:0008233	0.545	F
Q7RTY7	GO:0008236	0.390	F
Q7Z2R9	GO:0005515	0.849	F
Q7Z2Y8	GO:0005515	0.749	F
Q7Z2Y8	GO:0022829	0.922	F
Q7Z2Y8	GO:1901612	0.657	F
Q7Z3B0	GO:0005515	0.728	F
Q7Z4B0	GO:0005515	0.682	F
Q7Z572	GO:0005515	0.902	F
Q7Z5D8	GO:0005515	0.801	F
Q7Z5J8	GO:0005515	0.858	F
Q7Z7L8	GO:0005515	0.902	F
Q7Z9L4	GO:0005199	0.729	F
Q814Z5	GO:0000287	0.389	F
Q814Z5	GO:0004638	0.396	F
Q82ZE0	GO:0004722	0.917	F
Q82ZE0	GO:0005515	0.800	F
Q836G2	GO:0005515	0.947	F
Q836G2	GO:0042802	0.498	F
Q83XP3	GO:0016757	0.311	F
Q83XP3	GO:0016758	0.509	F
Q83XP3	GO:0016881	0.368	F
Q86SG4	GO:0005515	0.906	F
Q86SH4	GO:0005515	0.906	F
Q86T20	GO:0005515	0.791	F
Q86TE4	GO:0005515	0.893	F
Q86U02	GO:0005515	0.869	F
Q86UD7	GO:0005096	0.507	F
Q86UD7	GO:0005515	0.879	F
Q86UQ5	GO:0005515	0.875	F
Q86VE3	GO:0005515	0.845	F
Q86W34	GO:0004222	0.478	F
Q86WZ0	GO:0005515	0.860	F
Q86X40	GO:0005515	0.936	F
Q86XD8	GO:0005515	0.835	F
Q86XG9	GO:0005515	0.855	F
Q86XW9	GO:0004550	0.322	F
Q86XW9	GO:0005515	0.700	F
Q86Y29	GO:0005515	0.724	F
Q86Y30	GO:0005515	0.729	F
Q8CWM9	GO:0005515	0.715	F
Q8CWM9	GO:0016887	0.543	F
Q8CWM9	GO:0043138	0.337	F
Q8CWM9	GO:0043139	0.518	F
Q8CWM9	GO:0061749	0.356	F
Q8CWN0	GO:0005515	0.666	F
Q8GY45	GO:0005515	0.597	F
Q8I266	GO:0004252	0.421	F
Q8I266	GO:0004383	0.585	F
Q8I266	GO:0008236	0.358	F
Q8I299	GO:0005515	0.406	F
Q8I397	GO:0005515	0.346	F
Q8I415	GO:0005515	0.377	F
Q8II12	GO:0005515	0.501	F
Q8IL48	GO:0005515	0.407	F
Q8IL48	GO:0043906	0.425	F
Q8ILY1	GO:0003678	0.691	F
Q8ILY1	GO:0061749	0.304	F
Q8IUA0	GO:0004866	0.327	F
Q8IUA0	GO:0004867	0.476	F
Q8IUA0	GO:0005515	0.619	F
Q8IVJ8	GO:0005515	0.769	F
Q8IVW1	GO:0005515	0.937	F
Q8IVY1	GO:0005515	0.844	F
Q8IWB9	GO:0005515	0.616	F
Q8IWB9	GO:0015485	0.386	F
Q8IWD5	GO:0005515	0.653	F
Q8IYL2	GO:0001734	0.532	F
Q8IYL2	GO:0003723	0.420	F
Q8IYL2	GO:0005515	0.453	F
Q8IYL2	GO:0008173	0.402	F
Q8IYL2	GO:1904047	0.301	F
Q8IYW2	GO:0005515	0.798	F
Q8IZD0	GO:0005096	0.376	F
Q8IZD0	GO:0005515	0.735	F
Q8IZM8	GO:0005515	0.914	F
Q8L443	GO:0005515	0.604	F
Q8MH63	GO:0005515	0.423	F
Q8MH63	GO:0015171	0.348	F
Q8MH63	GO:0015175	0.542	F
Q8MVC4	GO:0004867	0.461	F
Q8MXG1	GO:0005515	0.572	F
Q8N0W7	GO:0005515	0.771	F
Q8N0Z9	GO:0005515	0.846	F
Q8N1P7	GO:0005515	0.939	F
Q8N283	GO:0005515	0.937	F
Q8N2C3	GO:0005515	0.908	F
Q8N2E2	GO:0005515	0.471	F
Q8N326	GO:0005515	0.931	F
Q8N468	GO:0005515	0.397	F
Q8N468	GO:0042910	0.313	F
Q8N4C9	GO:0005515	0.613	F
Q8N4S0	GO:0000217	0.501	F
Q8N4S0	GO:0000405	0.503	F
Q8N4S0	GO:0005515	0.868	F
Q8N4S0	GO:0042393	0.372	F
Q8N5S3	GO:0005515	0.887	F
Q8N614	GO:0005515	0.774	F
Q8N6G2	GO:0005515	0.922	F
Q8N6Q8	GO:0005515	0.311	F
Q8N755	GO:0005515	0.565	F
Q8N7C4	GO:0005515	0.634	F
Q8N7Q2	GO:0005515	0.902	F
Q8N7S6	GO:0005515	0.807	F
Q8N7X2	GO:0005515	0.930	F
Q8N806	GO:0005515	0.837	F
Q8N806	GO:0008270	0.589	F
Q8N816	GO:0005515	0.887	F
Q8N8C0	GO:0005515	0.892	F
Q8N8U3	GO:0005515	0.963	F
Q8N8V8	GO:0005515	0.959	F
Q8N9V3	GO:0004842	0.365	F
Q8N9V3	GO:0005515	0.927	F
Q8N9V3	GO:0061630	0.324	F
Q8N9W7	GO:0005515	0.835	F
Q8N9X5	GO:0005515	0.910	F
Q8NAA5	GO:0005515	0.884	F
Q8NAB2	GO:0005515	0.903	F
Q8NAP1	GO:0005515	0.690	F
Q8NBC4	GO:0005515	0.962	F
Q8NBP5	GO:0005515	0.331	F
Q8NBP5	GO:0015232	0.346	F
Q8NBT3	GO:0005515	0.829	F
Q8NC54	GO:0005515	0.835	F
Q8NCQ3	GO:0005515	0.753	F
Q8NCS4	GO:0005515	0.734	F
Q8ND24	GO:0005515	0.940	F
Q8ND94	GO:0005515	0.680	F
Q8ND94	GO:0015026	0.478	F
Q8NDH2	GO:0005515	0.838	F
Q8NE00	GO:0005280	0.540	F
Q8NE00	GO:0005297	0.334	F
Q8NE00	GO:0015171	0.768	F
Q8NE00	GO:0015175	0.639	F
Q8NE00	GO:0015180	0.570	F
Q8NE00	GO:0015186	0.333	F
Q8NE00	GO:0015193	0.457	F
Q8NE00	GO:0015194	0.504	F
Q8NE28	GO:0005515	0.899	F
Q8NEQ5	GO:0004888	0.463	F
Q8NEQ5	GO:0005515	0.862	F
Q8NEQ5	GO:0038023	0.432	F
Q8NFQ6	GO:0005515	0.419	F
Q8NFQ6	GO:0120020	0.493	F
Q8NH95	GO:0004984	0.883	F
Q8NH95	GO:0005515	0.558	F
Q8NI28	GO:0005515	0.930	F
Q8QV65	GO:0005515	0.433	F
Q8QV69	GO:0005515	0.771	F
Q8SYK4	GO:0005515	0.950	F
Q8TCN5	GO:0000978	0.437	F
Q8TCN5	GO:0005515	0.866	F
Q8TEF2	GO:0005515	0.844	F
Q8TEQ0	GO:0005515	0.846	F
Q8WU76	GO:0005515	0.930	F
Q8WUH6	GO:0005515	0.767	F
Q8WUH6	GO:0008289	0.375	F
Q8WUY1	GO:0005515	0.350	F
Q8WUY1	GO:0047617	0.624	F
Q8WW62	GO:0005515	0.788	F
Q8WXS4	GO:0005515	0.901	F
Q8WZ33	GO:0005515	0.924	F
Q8XAN6	GO:0004842	0.580	F
Q8XAN6	GO:0005515	0.827	F
Q8XAN6	GO:0061630	0.565	F
Q902F9	GO:0005515	0.665	F
Q92576	GO:0002039	0.323	F
Q92576	GO:0005515	0.796	F
Q92576	GO:0016279	0.432	F
Q92576	GO:0042393	0.384	F
Q92576	GO:0042800	0.307	F
Q92576	GO:0046975	0.785	F
Q92576	GO:0062072	0.309	F
Q92576	GO:0140938	0.439	F
Q96A99	GO:0005515	0.648	F
Q96AQ2	GO:0005515	0.881	F
